# Constructed from biom file									
Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	controlA	controlB	maizA	maizB
k__Viruses	p__	c__	o__Bunyavirales	f__Inoviridae	g__Inovirus	0.000515186	0.000515186	0.000562021	0.000468351
k__Viruses	p__	c__	o__Bunyavirales	f__Inoviridae	g__Lineavirus	7.03E-05	0	0.000117088	0
k__Viruses	p__	c__	o__Bunyavirales	f__Inoviridae	g__Plectrovirus	9.37E-05	0	2.34E-05	0
k__Viruses	p__	c__	o__Bunyavirales	f__Inoviridae	g__Saetivirus	0	0	0	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Inoviridae	g__Vespertiliovirus	0.000234176	0.00018734	0.000210758	0.000257593
k__Viruses	p__	c__	o__Bunyavirales	f__Megabirnaviridae	g__Megabirnavirus	7.03E-05	7.03E-05	0.000163923	0.000117088
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__	0.000163923	0.00018734	0.000117088	9.37E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Alpha3microvirus	4.68E-05	4.68E-05	0.000210758	0.000140505
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Bdellomicrovirus	2.34E-05	2.34E-05	0	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Chlamydiamicrovirus	2.34E-05	4.68E-05	0	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__G4microvirus	2.34E-05	9.37E-05	7.03E-05	9.37E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Pequenovirus	0.000140505	9.37E-05	7.03E-05	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Phix174microvirus	0.000234176	0.000304428	0.000163923	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Microviridae	g__Spiromicrovirus	2.34E-05	0	0	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Nairoviridae	g__Orthonairovirus	0.001381636	0.001475306	0.00114746	0.001732899
k__Viruses	p__	c__	o__Bunyavirales	f__Nanoviridae	g__Babuvirus	0.000117088	9.37E-05	4.68E-05	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Nanoviridae	g__Nanovirus	9.37E-05	0.000117088	4.68E-05	0.00018734
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Alphainfluenzavirus	0.000281011	0.00018734	0.000374681	0.000117088
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Betainfluenzavirus	9.37E-05	2.34E-05	0	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Deltainfluenzavirus	4.68E-05	0	2.34E-05	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Gammainfluenzavirus	2.34E-05	2.34E-05	0	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Isavirus	9.37E-05	2.34E-05	2.34E-05	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Quaranjavirus	0	2.34E-05	0	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Orthomyxoviridae	g__Thogotovirus	0.000163923	7.03E-05	0.00018734	0.000117088
k__Viruses	p__	c__	o__Bunyavirales	f__Partitiviridae	g__	2.34E-05	0.000210758	9.37E-05	0.000234176
k__Viruses	p__	c__	o__Bunyavirales	f__Partitiviridae	g__Alphapartitivirus	7.03E-05	4.68E-05	2.34E-05	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Partitiviridae	g__Betapartitivirus	0.000374681	0.000491769	0.000374681	0.00018734
k__Viruses	p__	c__	o__Bunyavirales	f__Partitiviridae	g__Deltapartitivirus	2.34E-05	0.000117088	0	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Partitiviridae	g__Gammapartitivirus	9.37E-05	9.37E-05	0.000117088	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Ambidensovirus	0.000257593	0.000304428	0.000234176	0.000304428
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Amdoparvovirus	9.37E-05	9.37E-05	4.68E-05	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Aveparvovirus	0	2.34E-05	2.34E-05	0
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Bocaparvovirus	0.000444934	0.000304428	0.000421516	0.000491769
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Brevidensovirus	7.03E-05	7.03E-05	0	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Copiparvovirus	4.68E-05	2.34E-05	0	0
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Dependoparvovirus	0.000327846	0.000234176	0.000374681	0.000655692
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Hepandensovirus	9.37E-05	9.37E-05	7.03E-05	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Iteradensovirus	0.000210758	0.00018734	7.03E-05	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Penstyldensovirus	7.03E-05	0	7.03E-05	0
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Protoparvovirus	0.000351263	0.000374681	0.000351263	0.000140505
k__Viruses	p__	c__	o__Bunyavirales	f__Parvoviridae	g__Tetraparvovirus	0.000281011	0.000210758	0.000257593	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Peribunyaviridae	g__Herbevirus	4.68E-05	0.000140505	2.34E-05	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	0.001428471	0.001522141	0.001311383	0.001615812
k__Viruses	p__	c__	o__Bunyavirales	f__Phasmaviridae	g__Orthophasmavirus	2.34E-05	0.000117088	9.37E-05	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Phenuiviridae	g__Goukovirus	7.03E-05	0	0	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Phenuiviridae	g__Phasivirus	7.03E-05	4.68E-05	0	9.37E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Phenuiviridae	g__Phlebovirus	0.001077208	0.001100625	0.000843032	0.001006955
k__Viruses	p__	c__	o__Bunyavirales	f__Phenuiviridae	g__Tenuivirus	0.000327846	0.000234176	0.000140505	0.000163923
k__Viruses	p__	c__	o__Bunyavirales	f__Picobirnaviridae	g__Picobirnavirus	4.68E-05	9.37E-05	7.03E-05	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Quadriviridae	g__Quadrivirus	0.022972625	0.021403648	0.020818209	0.019272651
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Aquareovirus	0.000374681	0.000491769	0.000351263	0.000374681
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Coltivirus	0.00018734	0.000234176	0.000163923	0.000163923
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Cypovirus	0.000304428	0.000281011	0.000491769	0.000398098
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Dinovernavirus	0.000117088	0.000234176	0.00018734	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Fijivirus	0.000585439	0.000772779	0.000374681	0.000585439
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Mimoreovirus	0.000889867	0.000702527	0.000679109	0.000632274
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Mycoreovirus	0.000257593	0.000351263	0.000210758	0.000327846
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Orbivirus	0.001686064	0.001170878	0.001170878	0.001287966
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Orthoreovirus	0.00105379	0.000796197	0.000585439	0.000562021
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Oryzavirus	0.000163923	2.34E-05	0	9.37E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Phytoreovirus	0.000351263	0.000210758	0.00018734	0.000351263
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Rotavirus	0.000725944	0.000562021	0.000608857	0.000468351
k__Viruses	p__	c__	o__Bunyavirales	f__Reoviridae	g__Seadornavirus	0.000234176	0.000281011	0.000304428	0.000304428
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__	2.34E-05	4.68E-05	2.34E-05	0
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__Bovismacovirus	2.34E-05	0	2.34E-05	0
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__Cosmacovirus	2.34E-05	0	4.68E-05	4.68E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__Drosmacovirus	4.68E-05	2.34E-05	0	0
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__Huchismacovirus	0	2.34E-05	2.34E-05	2.34E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Smacoviridae	g__Porprismacovirus	4.68E-05	0.000117088	9.37E-05	0.000210758
k__Viruses	p__	c__	o__Bunyavirales	f__Tospoviridae	g__Orthotospovirus	0.000913285	0.000655692	0.000679109	0.000702527
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__	0.000491769	0.000562021	0.00018734	0.000562021
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__Giardiavirus	0.000772779	0.000679109	0.000679109	0.000936702
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__Leishmaniavirus	0.000257593	0.000515186	0.000163923	0.000234176
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__Totivirus	9.37E-05	9.37E-05	0.000117088	7.03E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__Trichomonasvirus	9.37E-05	4.68E-05	0.000117088	9.37E-05
k__Viruses	p__	c__	o__Bunyavirales	f__Totiviridae	g__Victorivirus	0.00096012	0.000538604	0.000444934	0.000515186
k__Viruses	p__	c__	o__Caudovirales	f__Ackermannviridae	g__	0.002060745	0.002084163	0.002412009	0.002669602
k__Viruses	p__	c__	o__Caudovirales	f__Ackermannviridae	g__Ag3virus	0.001358218	0.001124043	0.000725944	0.001030373
k__Viruses	p__	c__	o__Caudovirales	f__Ackermannviridae	g__Cba120virus	0.000374681	0.000491769	0.000515186	0.001405054
k__Viruses	p__	c__	o__Caudovirales	f__Ackermannviridae	g__Limestonevirus	0.000257593	0.001568976	0.000843032	0.000163923
k__Viruses	p__	c__	o__Caudovirales	f__Ackermannviridae	g__Vi1virus	0.000257593	0.000304428	0.000304428	0.000234176
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__	0.106573309	0.105261925	0.108610636	0.114933377
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Abouovirus	7.03E-05	7.03E-05	0.00018734	4.68E-05
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Agatevirus	0.006463246	0.006182235	0.008289816	0.00814931
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Agrican357virus	0.0030677	0.003325293	0.005058193	0.004144908
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Ap22virus	0.000421516	0.000444934	0.000515186	0.000444934
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Arv1virus	0.000702527	0.000562021	0.001287966	0.001381636
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__B4virus	0.001709482	0.001358218	0.001803152	0.001990492
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Bastillevirus	0.001545559	0.001241131	0.000163923	0.000117088
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Bc431virus	0.0030677	0.003887315	0.003348711	0.00288036
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Bcep78virus	0.000749362	0.000679109	0.001662647	0.00086645
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Bcepmuvirus	0.000374681	0.000304428	0.000398098	0.000163923
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Biquartavirus	0.000117088	0.001522141	0.000819615	0.00018734
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Bxz1virus	0.004613259	0.004566424	0.004753764	0.004519589
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cc31virus	0.00105379	0.001662647	0.000889867	0.00114746
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cd119virus	0.000163923	0.00018734	0.000210758	0.000140505
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cp220virus	0.001475306	0.001475306	0.001475306	0.001545559
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cp51virus	0.001568976	0.002037328	0.002294921	0.002130998
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cp8virus	0.001006955	0.000913285	0.000702527	0.000327846
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cr3virus	0.003020865	0.003793644	0.004051238	0.00402782
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Cvm10virus	0.000374681	0.000281011	0.000163923	0.000210758
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Ea214virus	0.000421516	0.000468351	0.000538604	0.000444934
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Elvirus	0.000374681	0.000468351	0.000562021	0.000608857
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Felixo1virus	0.000913285	0.001030373	0.001006955	0.001522141
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Hapunavirus	0.000491769	0.000281011	0.000257593	0.000515186
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Hp1virus	0.000608857	0.000562021	0.000562021	0.000444934
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Jd18virus	0.001241131	0.001287966	0.004683512	0.001334801
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Jimmervirus	4.68E-05	9.37E-05	0	2.34E-05
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Js98virus	0.002622767	0.002856942	0.00182657	0.002154415
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Kayvirus	0.001498724	0.000608857	0.000374681	0.000374681
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Kp15virus	0.000257593	0.000281011	0.000234176	0.000140505
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Kpp10virus	0.002412009	0.00114746	0.001615812	0.000679109
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__M12virus	0.001779734	0.001943657	0.001732899	0.001287966
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Marthavirus	0.000374681	0.000234176	0.000163923	0.000140505
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Mooglevirus	0.000421516	0.000679109	0.000585439	0.000444934
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Moonvirus	0.001217713	0.001217713	0.00086645	0.001194295
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Msw3virus	0.000257593	0.000281011	0.000140505	0.000257593
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Muvirus	0.000725944	0.000585439	0.000444934	0.000515186
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Nit1virus	0.001451889	0.001217713	0.001217713	0.000936702
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__P100virus	0.001849987	0.000140505	0.00018734	7.03E-05
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__P1virus	0.001077208	0.000725944	0.000819615	0.000843032
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__P2virus	0.006275906	0.00690818	0.008125893	0.007165773
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Pakpunavirus	0.000421516	0.001522141	0.001381636	0.001662647
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Pbunavirus	0.001170878	0.000725944	0.000725944	0.000913285
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Phikzvirus	0.009765122	0.010608154	0.012294218	0.012130295
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Rb49virus	0.000398098	0.000819615	0.00086645	0.000749362
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Rb69virus	0.001615812	0.000655692	0.000468351	0.000562021
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Rsl2virus	0.00201391	0.001662647	0.001475306	0.001311383
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Rslunavirus	0.003512634	0.003653139	0.002552514	0.002294921
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__S16virus	0.000327846	0.000632274	0.000421516	0.000117088
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Schizot4virus	0.003699974	0.004215161	0.003442381	0.00288036
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Se1virus	0.00220125	0.00201391	0.001967075	0.002154415
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Secunda5virus	0.003536051	0.00393415	0.003137953	0.004215161
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Sep1virus	0.000585439	0.000444934	0.000538604	0.000327846
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Silviavirus	0.00018734	0.000117088	0.000140505	0.000304428
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Sp18virus	0.00182657	0.00114746	0.001522141	0.001311383
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Spn3virus	0.001124043	0.001077208	0.000936702	0.00105379
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Spo1virus	0.000117088	0.000140505	0.000163923	9.37E-05
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Suspvirus	0.000374681	0.000140505	0.000351263	0.000585439
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Svunavirus	2.34E-05	7.03E-05	2.34E-05	0
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__T4virus	0.042245276	0.040254783	0.040395288	0.041097815
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Tg1virus	0.000421516	0.000843032	0.000538604	0.000257593
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Tsarbombavirus	0.004355666	0.003418964	0.002622767	0.004261996
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Twortvirus	0.000515186	0.000819615	0.000936702	0.001006955
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__V5virus	0.001428471	0.001451889	0.001381636	0.001358218
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Vhmlvirus	0.000257593	0.000304428	0.000117088	7.03E-05
k__Viruses	p__	c__	o__Caudovirales	f__Myoviridae	g__Wphvirus	0.00393415	0.004308831	0.003325293	0.00402782
k__Viruses	p__	c__	o__Caudovirales	f__Podoviridae	g__	0.017516334	0.018382783	0.018406201	0.019342903
k__Viruses	p__	c__	o__Caudovirales	f__Podoviridae	g__Bcep22virus	0.002552514	0.002505679	0.00182657	0.002763272
k__Viruses	p__	c__	o__Caudovirales	f__Podoviridae	g__Bpp1virus	0.000983537	0.000889867	0.000796197	0.000913285
k__Viruses	p__	c__	o__Caudovirales	f__Podoviridae	g__Cba41virus	9.37E-05	0.000117088	0.000140505	0.000140505
k__Viruses	p__	c__	o__Caudovirales	f__Podoviridae	g__Cp1virus	0.001358218	0.001498724	0.001077208	0.00114746
